wall_time,stamp,accepted,keyframe_id,sc_distance,gicp_fitness,best_x,best_y,best_z,best_yaw_deg,odom_x,odom_y,odom_z,odom_yaw_deg,error_xy,error_z,error_yaw_deg,cloud_frame_mode,raw_json
1779713826.732917,1779710000.0,False,694,0.00131178,0,8.82325,-0.0766355,-2.87408,-1.39481,6.296517,-0.244005,2.820705,-3.165,2.532270,5.694785,1.770,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":8.82325,""y"":-0.0766355,""z"":-2.87408,""yaw_deg"":-1.39481},""candidates"":[{""keyframe_id"":694,""distance"":0.00131178,""yaw_deg"":152,""x"":8.82325,""y"":-0.0766355},{""keyframe_id"":685,""distance"":0.0017904,""yaw_deg"":152,""x"":9.94064,""y"":-0.037426},{""keyframe_id"":691,""distance"":0.00201425,""yaw_deg"":152,""x"":9.87215,""y"":-0.0448378},{""keyframe_id"":692,""distance"":0.00204739,""yaw_deg"":152,""x"":9.56616,""y"":-0.0395647},{""keyframe_id"":690,""distance"":0.00216833,""yaw_deg"":152,""x"":9.78464,""y"":-0.0320622}]}"
1779713828.701784,1779710000.0,False,276,3.45707e-05,0,9.32224,-0.136888,-1.76385,-4.37408,7.101876,-0.263608,2.747397,-1.900,2.223978,4.511247,2.474,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":9.32224,""y"":-0.136888,""z"":-1.76385,""yaw_deg"":-4.37408},""candidates"":[{""keyframe_id"":276,""distance"":3.45707e-05,""yaw_deg"":140,""x"":9.32224,""y"":-0.136888},{""keyframe_id"":281,""distance"":0.000270009,""yaw_deg"":136,""x"":8.64109,""y"":-0.137791},{""keyframe_id"":216,""distance"":0.000388801,""yaw_deg"":140,""x"":7.60746,""y"":-0.262722},{""keyframe_id"":215,""distance"":0.00072813,""yaw_deg"":140,""x"":7.40507,""y"":-0.277862},{""keyframe_id"":220,""distance"":0.00251096,""yaw_deg"":148,""x"":7.59647,""y"":-0.192363}]}"
1779713830.734080,1779710000.0,False,218,4.60148e-05,0,7.78469,-0.205313,1.83615,-176.975,7.648243,-0.250652,2.217838,0.232,0.143783,0.381688,177.207,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":7.78469,""y"":-0.205313,""z"":1.83615,""yaw_deg"":-176.975},""candidates"":[{""keyframe_id"":218,""distance"":4.60148e-05,""yaw_deg"":148,""x"":7.78469,""y"":-0.205313},{""keyframe_id"":543,""distance"":0.00497265,""yaw_deg"":160,""x"":19.0301,""y"":-0.0369777},{""keyframe_id"":499,""distance"":0.00539739,""yaw_deg"":180,""x"":18.4384,""y"":-0.058724},{""keyframe_id"":215,""distance"":0.0291574,""yaw_deg"":0,""x"":7.40507,""y"":-0.277862},{""keyframe_id"":216,""distance"":0.0354431,""yaw_deg"":0,""x"":7.60746,""y"":-0.262722}]}"
1779713832.734670,1779710000.0,False,218,3.24845e-05,0,7.78469,-0.205313,1.83615,-175.458,7.688782,-0.191846,1.531159,2.742,0.096849,0.304991,178.200,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":7.78469,""y"":-0.205313,""z"":1.83615,""yaw_deg"":-175.458},""candidates"":[{""keyframe_id"":218,""distance"":3.24845e-05,""yaw_deg"":140,""x"":7.78469,""y"":-0.205313},{""keyframe_id"":266,""distance"":3.95179e-05,""yaw_deg"":140,""x"":10.3572,""y"":-0.27283},{""keyframe_id"":265,""distance"":5.8651e-05,""yaw_deg"":140,""x"":10.3318,""y"":-0.276958},{""keyframe_id"":219,""distance"":0.00297629,""yaw_deg"":0,""x"":7.71507,""y"":-0.19079},{""keyframe_id"":389,""distance"":0.0127244,""yaw_deg"":140,""x"":13.8212,""y"":-0.0718374}]}"
1779713834.726998,1779710000.0,False,222,0.00138088,0,7.18731,-0.1914,1.14737,168.64,7.147234,-0.199674,1.138494,170.702,0.040922,0.008876,2.062,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":7.18731,""y"":-0.1914,""z"":1.14737,""yaw_deg"":168.64},""candidates"":[{""keyframe_id"":222,""distance"":0.00138088,""yaw_deg"":0,""x"":7.18731,""y"":-0.1914},{""keyframe_id"":99,""distance"":0.00477381,""yaw_deg"":128,""x"":-6.09965,""y"":0.0806737},{""keyframe_id"":223,""distance"":0.00601234,""yaw_deg"":124,""x"":6.86449,""y"":-0.202663},{""keyframe_id"":149,""distance"":0.0083086,""yaw_deg"":100,""x"":-8.16897,""y"":0.116573},{""keyframe_id"":145,""distance"":0.00864547,""yaw_deg"":100,""x"":-8.5356,""y"":0.134198}]}"
1779713836.701949,1779710000.0,False,225,0.00592138,0,6.36269,-0.197053,1.20004,176.479,6.380550,-0.194463,1.196663,176.477,0.018046,0.003377,0.002,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":6.36269,""y"":-0.197053,""z"":1.20004,""yaw_deg"":176.479},""candidates"":[{""keyframe_id"":225,""distance"":0.00592138,""yaw_deg"":0,""x"":6.36269,""y"":-0.197053},{""keyframe_id"":368,""distance"":0.00935682,""yaw_deg"":48,""x"":11.3572,""y"":-0.0841837},{""keyframe_id"":392,""distance"":0.00994617,""yaw_deg"":52,""x"":15.2921,""y"":-0.0819072},{""keyframe_id"":412,""distance"":0.0102914,""yaw_deg"":56,""x"":15.765,""y"":-0.0898009},{""keyframe_id"":411,""distance"":0.0103066,""yaw_deg"":56,""x"":15.7673,""y"":-0.0864844}]}"
1779713838.711563,1779710000.0,False,301,0.00123531,0,8.46118,-0.0736132,-3.30362,-168.154,5.968063,-0.187705,1.743463,177.689,2.495726,5.047083,14.157,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":8.46118,""y"":-0.0736132,""z"":-3.30362,""yaw_deg"":-168.154},""candidates"":[{""keyframe_id"":301,""distance"":0.00123531,""yaw_deg"":140,""x"":8.46118,""y"":-0.0736132},{""keyframe_id"":227,""distance"":0.00622175,""yaw_deg"":0,""x"":6.05482,""y"":-0.189814},{""keyframe_id"":242,""distance"":0.00687508,""yaw_deg"":0,""x"":5.96276,""y"":-0.189608},{""keyframe_id"":235,""distance"":0.0071434,""yaw_deg"":0,""x"":5.9622,""y"":-0.192366},{""keyframe_id"":240,""distance"":0.00716233,""yaw_deg"":0,""x"":5.96686,""y"":-0.191197}]}"
1779713840.732678,1779710000.0,False,433,4.85778e-05,0,18.4757,-0.120702,-5.10557,-0.0139518,5.958881,-0.188849,1.746511,177.132,12.517004,6.852081,177.145,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":18.4757,""y"":-0.120702,""z"":-5.10557,""yaw_deg"":-0.0139518},""candidates"":[{""keyframe_id"":433,""distance"":4.85778e-05,""yaw_deg"":140,""x"":18.4757,""y"":-0.120702},{""keyframe_id"":301,""distance"":0.00131118,""yaw_deg"":140,""x"":8.46118,""y"":-0.0736132},{""keyframe_id"":247,""distance"":0.00487248,""yaw_deg"":0,""x"":5.95735,""y"":-0.195306},{""keyframe_id"":230,""distance"":0.00526527,""yaw_deg"":0,""x"":5.96987,""y"":-0.194271},{""keyframe_id"":237,""distance"":0.00553313,""yaw_deg"":0,""x"":5.96207,""y"":-0.191713}]}"
1779713842.733821,1779710000.0,False,433,5.78165e-05,0,18.4757,-0.120702,-5.10557,-0.0139518,5.957166,-0.193523,1.742283,177.530,12.518746,6.847853,177.544,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":18.4757,""y"":-0.120702,""z"":-5.10557,""yaw_deg"":-0.0139518},""candidates"":[{""keyframe_id"":433,""distance"":5.78165e-05,""yaw_deg"":140,""x"":18.4757,""y"":-0.120702},{""keyframe_id"":301,""distance"":0.00128251,""yaw_deg"":140,""x"":8.46118,""y"":-0.0736132},{""keyframe_id"":242,""distance"":0.00688278,""yaw_deg"":0,""x"":5.96276,""y"":-0.189608},{""keyframe_id"":230,""distance"":0.00735987,""yaw_deg"":0,""x"":5.96987,""y"":-0.194271},{""keyframe_id"":231,""distance"":0.00773583,""yaw_deg"":0,""x"":5.96306,""y"":-0.18784}]}"
1779713844.701046,1779710000.0,False,301,0.00117165,0,8.46118,-0.0736132,-3.30362,-168.154,5.958781,-0.196011,1.745133,177.160,2.505390,5.048753,14.686,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":8.46118,""y"":-0.0736132,""z"":-3.30362,""yaw_deg"":-168.154},""candidates"":[{""keyframe_id"":301,""distance"":0.00117165,""yaw_deg"":140,""x"":8.46118,""y"":-0.0736132},{""keyframe_id"":236,""distance"":0.00278153,""yaw_deg"":0,""x"":5.96103,""y"":-0.193325},{""keyframe_id"":237,""distance"":0.00295124,""yaw_deg"":0,""x"":5.96207,""y"":-0.191713},{""keyframe_id"":238,""distance"":0.00344866,""yaw_deg"":0,""x"":5.95907,""y"":-0.1934},{""keyframe_id"":240,""distance"":0.0035199,""yaw_deg"":0,""x"":5.96686,""y"":-0.191197}]}"
1779713846.702423,1779710000.0,False,301,0.00124848,0,8.46118,-0.0736132,-3.30362,-168.154,5.968790,-0.194290,1.749577,177.075,2.495310,5.053197,14.771,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":8.46118,""y"":-0.0736132,""z"":-3.30362,""yaw_deg"":-168.154},""candidates"":[{""keyframe_id"":301,""distance"":0.00124848,""yaw_deg"":140,""x"":8.46118,""y"":-0.0736132},{""keyframe_id"":239,""distance"":0.00300354,""yaw_deg"":0,""x"":5.96567,""y"":-0.193956},{""keyframe_id"":237,""distance"":0.00457357,""yaw_deg"":0,""x"":5.96207,""y"":-0.191713},{""keyframe_id"":235,""distance"":0.004776,""yaw_deg"":0,""x"":5.9622,""y"":-0.192366},{""keyframe_id"":233,""distance"":0.0051232,""yaw_deg"":0,""x"":5.96542,""y"":-0.192227}]}"
1779713848.705427,1779710000.0,False,433,5.81145e-05,0,18.4757,-0.120702,-5.10557,-0.0139518,5.962758,-0.189608,1.749018,177.241,12.513131,6.854588,177.255,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":18.4757,""y"":-0.120702,""z"":-5.10557,""yaw_deg"":-0.0139518},""candidates"":[{""keyframe_id"":433,""distance"":5.81145e-05,""yaw_deg"":140,""x"":18.4757,""y"":-0.120702},{""keyframe_id"":301,""distance"":0.00130695,""yaw_deg"":140,""x"":8.46118,""y"":-0.0736132},{""keyframe_id"":247,""distance"":0.00471136,""yaw_deg"":0,""x"":5.95735,""y"":-0.195306},{""keyframe_id"":236,""distance"":0.00479393,""yaw_deg"":0,""x"":5.96103,""y"":-0.193325},{""keyframe_id"":242,""distance"":0.00527648,""yaw_deg"":0,""x"":5.96276,""y"":-0.189608}]}"
1779713850.708951,1779710000.0,False,433,6.28233e-05,0,18.4757,-0.120702,-5.10557,-0.0139518,5.954832,-0.192365,1.739961,177.270,12.521073,6.845531,177.284,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":18.4757,""y"":-0.120702,""z"":-5.10557,""yaw_deg"":-0.0139518},""candidates"":[{""keyframe_id"":433,""distance"":6.28233e-05,""yaw_deg"":140,""x"":18.4757,""y"":-0.120702},{""keyframe_id"":301,""distance"":0.001284,""yaw_deg"":140,""x"":8.46118,""y"":-0.0736132},{""keyframe_id"":247,""distance"":0.00540649,""yaw_deg"":0,""x"":5.95735,""y"":-0.195306},{""keyframe_id"":230,""distance"":0.00581223,""yaw_deg"":0,""x"":5.96987,""y"":-0.194271},{""keyframe_id"":242,""distance"":0.00597461,""yaw_deg"":0,""x"":5.96276,""y"":-0.189608}]}"
1779713852.720163,1779710000.0,False,301,0.0012657,0,8.46118,-0.0736132,-3.30362,-168.154,5.957776,-0.193555,1.744933,177.261,2.506275,5.048553,14.585,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":8.46118,""y"":-0.0736132,""z"":-3.30362,""yaw_deg"":-168.154},""candidates"":[{""keyframe_id"":301,""distance"":0.0012657,""yaw_deg"":140,""x"":8.46118,""y"":-0.0736132},{""keyframe_id"":233,""distance"":0.0030411,""yaw_deg"":0,""x"":5.96542,""y"":-0.192227},{""keyframe_id"":238,""distance"":0.00348329,""yaw_deg"":0,""x"":5.95907,""y"":-0.1934},{""keyframe_id"":232,""distance"":0.00354074,""yaw_deg"":0,""x"":5.96768,""y"":-0.191762},{""keyframe_id"":230,""distance"":0.00386313,""yaw_deg"":0,""x"":5.96987,""y"":-0.194271}]}"
1779713854.752231,1779710000.0,False,434,0,0,18.3,-0.124141,-4.9551,-0.705422,7.129631,-0.256819,3.038464,-177.809,11.171157,7.993564,177.104,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":18.3,""y"":-0.124141,""z"":-4.9551,""yaw_deg"":-0.705422},""candidates"":[{""keyframe_id"":434,""distance"":0,""yaw_deg"":148,""x"":18.3,""y"":-0.124141},{""keyframe_id"":228,""distance"":0.0173093,""yaw_deg"":0,""x"":5.95779,""y"":-0.193365},{""keyframe_id"":247,""distance"":0.0181969,""yaw_deg"":0,""x"":5.95735,""y"":-0.195306},{""keyframe_id"":229,""distance"":0.0203215,""yaw_deg"":0,""x"":5.96857,""y"":-0.191242},{""keyframe_id"":245,""distance"":0.0211012,""yaw_deg"":0,""x"":5.95738,""y"":-0.188762}]}"
1779713856.719833,1779710000.0,False,253,0.000462282,0,8.42861,-0.324671,3.48615,-3.68855,8.593808,-0.334375,3.454474,-2.610,0.165483,0.031676,1.079,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":8.42861,""y"":-0.324671,""z"":3.48615,""yaw_deg"":-3.68855},""candidates"":[{""keyframe_id"":253,""distance"":0.000462282,""yaw_deg"":0,""x"":8.42861,""y"":-0.324671},{""keyframe_id"":167,""distance"":0.0071403,""yaw_deg"":228,""x"":-0.688943,""y"":-0.0525008},{""keyframe_id"":660,""distance"":0.0130422,""yaw_deg"":180,""x"":16.5199,""y"":-0.106807},{""keyframe_id"":177,""distance"":0.0140926,""yaw_deg"":236,""x"":-1.00756,""y"":-0.0470241},{""keyframe_id"":176,""distance"":0.0178543,""yaw_deg"":220,""x"":-0.720692,""y"":-0.056602}]}"
1779713858.727626,1779710000.0,False,256,0.000459729,0,9.77542,-0.343642,3.05178,-1.31925,9.773732,-0.344807,3.020958,-1.134,0.002051,0.030822,0.186,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":9.77542,""y"":-0.343642,""z"":3.05178,""yaw_deg"":-1.31925},""candidates"":[{""keyframe_id"":256,""distance"":0.000459729,""yaw_deg"":0,""x"":9.77542,""y"":-0.343642},{""keyframe_id"":144,""distance"":0.00109921,""yaw_deg"":160,""x"":-9.10511,""y"":0.131694},{""keyframe_id"":177,""distance"":0.00114644,""yaw_deg"":156,""x"":-1.00756,""y"":-0.0470241},{""keyframe_id"":145,""distance"":0.00601125,""yaw_deg"":148,""x"":-8.5356,""y"":0.134198},{""keyframe_id"":260,""distance"":0.009462,""yaw_deg"":0,""x"":9.92741,""y"":-0.340192}]}"
1779713860.708849,1779710000.0,False,206,0.00102001,0,3.06155,-0.183246,3.68809,177.968,9.952150,-0.332682,2.959654,-1.425,6.892220,0.728436,179.393,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":3.06155,""y"":-0.183246,""z"":3.68809,""yaw_deg"":177.968},""candidates"":[{""keyframe_id"":206,""distance"":0.00102001,""yaw_deg"":148,""x"":3.06155,""y"":-0.183246},{""keyframe_id"":145,""distance"":0.00424284,""yaw_deg"":148,""x"":-8.5356,""y"":0.134198},{""keyframe_id"":255,""distance"":0.0120255,""yaw_deg"":0,""x"":9.36247,""y"":-0.332888},{""keyframe_id"":222,""distance"":0.0142037,""yaw_deg"":192,""x"":7.18731,""y"":-0.1914},{""keyframe_id"":256,""distance"":0.0153484,""yaw_deg"":0,""x"":9.77542,""y"":-0.343642}]}"
1779713862.697785,1779710000.0,False,255,0.0112381,0,9.36247,-0.332888,3.31394,-1.94675,9.959585,-0.339493,3.009393,-0.566,0.597152,0.304547,1.381,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":9.36247,""y"":-0.332888,""z"":3.31394,""yaw_deg"":-1.94675},""candidates"":[{""keyframe_id"":255,""distance"":0.0112381,""yaw_deg"":0,""x"":9.36247,""y"":-0.332888},{""keyframe_id"":222,""distance"":0.0138566,""yaw_deg"":188,""x"":7.18731,""y"":-0.1914},{""keyframe_id"":260,""distance"":0.0238971,""yaw_deg"":0,""x"":9.92741,""y"":-0.340192},{""keyframe_id"":262,""distance"":0.0242769,""yaw_deg"":0,""x"":10.0161,""y"":-0.329197},{""keyframe_id"":256,""distance"":0.0245343,""yaw_deg"":0,""x"":9.77542,""y"":-0.343642}]}"
